-0.115173	0.0173851	-0.0956711
0.174809	-0.172346	-0.102173
3.18862	-0.755908	0.306984
0.0654286	0.0627653	-0.0438572
-0.0382079	-0.0935619	0.207944
-0.519789	-0.264912	-0.41271
-0.130208	-0.0359578	-0.128884
0.332581	-0.240948	0.00683668
-0.907412	1.63579	-1.09793
0.002279	0.141596	-0.0460891
-0.157604	-1.70826	0.646989
0.255292	0.175604	-0.392869
-0.442577	0.41925	0.0503407
-0.1125	0.0727566	0.150062
-0.496793	-0.472076	-0.0252995
-0.304877	0.526215	0.492314
1.95683	-0.339744	1.06014
-0.438903	-6.20289	-1.18552
-0.0886511	0.405055	0.397158
0.589845	-0.660098	-0.368496
-0.293451	0.524896	0.0656197
-0.0290447	-0.35221	-0.0459083
-0.0656798	0.138199	0.145325
-0.186891	-0.508346	0.0802818
0.180655	-0.591558	-0.343902
-0.00666011	-0.153949	0.194601
-0.189745	0.206566	0.0965653
-0.236203	0.387553	-0.599602
0.0617918	0.249087	0.263687
-0.161652	0.245852	0.982974
-0.244656	-0.237728	0.00820636
0.56546	0.505033	0.228738
-0.704926	0.356702	0.579038
-0.0283362	0.145456	0.182702
-0.286119	0.256243	-0.255483
-0.582396	0.622604	-0.625269
-0.113352	-0.0847867	0.0992568
0.0638005	0.0974673	0.0645045
-0.222718	-0.262454	-0.0247971
-0.186055	-0.156862	-0.0216982
0.021292	0.112189	-0.149646
0.604935	-0.383794	0.492155
0.691767	-0.630567	0.527619
-0.353601	0.502072	0.352987
-0.201929	-0.0489088	0.22699
6.09051	-1.55173	-4.03339
-0.0719713	0.194375	-0.0193632
-0.110968	0.210523	0.0531932
0.165013	0.0752379	-0.207966
0.376172	0.496149	0.41538
0.60958	0.26645	0.459499
-0.307844	-0.022578	0.642822
0.347646	-0.340025	0.109158
-0.263651	0.684547	-0.430984
-0.115681	-0.139026	-0.198523
1.24834	-0.693468	-0.0542476
0.970995	-0.191552	-0.987484
-0.00021337	-0.0248196	-0.165863
0.326684	-0.558153	0.096137
0.256271	-0.15915	-0.593022
-5.80798	0.571537	0.588139
-0.249544	0.415811	-0.0760401
0.645792	-1.4545	-1.3067
0.309511	0.663324	-0.220149
-0.440536	0.347392	-0.48498
0.00674319	-0.00596279	0.00878644
0.114439	0.101427	-0.326682
0.163416	-0.304493	-0.288748
-1.58523	-1.91065	-3.44191
-0.460327	0.318423	0.262165
0.680991	-0.695648	0.478844
-0.218826	-0.0168493	0.285782
0.192208	-0.151051	0.0200972
-0.0874979	0.146097	0.193484
0.206847	-0.192895	0.186893
-0.147431	0.381401	0.466401
0.0109443	-0.21764	1.02129
-0.787075	-0.075156	0.0424173
0.019375	0.345329	0.557162
-0.10497	0.215939	-0.0518944
0.172945	0.190202	-0.0792115
0.00231936	-0.157468	-0.163854
-0.181955	0.37981	0.428705
-0.0528983	-0.0752051	-0.0160138
1.75668	-2.59751	-1.82035
-0.421344	-0.498041	-0.482486
0.696758	1.11546	0.862353
0.0155031	-0.187963	-0.0240028
-0.784046	-1.32025	0.0605545
-0.477574	-0.105127	-0.0111479
-0.225757	0.205364	-0.985308
0.431732	0.301633	-0.402417
0.509122	-0.199456	0.433586
-0.0731068	-0.353434	0.233128
-0.15464	-0.292013	0.28352
-0.504523	-0.0611585	0.544815
0.0294608	0.0257086	-0.0533515
0.0968656	-0.00695568	0.0252468
0.344811	-0.413667	-0.501035
0.109188	-0.900787	-0.624861
0.527276	-0.114389	-0.108764
-0.886489	1.31426	1.87215
0.0729979	0.938645	-0.298517
-0.655868	-0.590374	1.20937
-0.555911	-0.535732	0.588114
0.0153683	0.206958	-0.280237
0.0407111	-0.232501	0.0848505
0.112806	-0.106485	-0.0780973
-0.116624	-0.402658	0.204134
-0.126615	0.0366316	-0.115603
-0.0400013	-0.0580734	0.0218567
0.647489	0.248205	0.951371
-0.0771485	0.9471	-0.16902
1.1836	1.14342	1.89069
1.55302	-0.964425	-0.346958
-0.187526	-0.329977	-0.206294
0.0611925	-0.134066	0.0099396
-3.36824	-4.01313	-0.515372
0.177569	-0.270787	-0.405205
-0.470488	-0.597675	-0.580925
0.488102	-0.158161	-0.296321
-0.662015	-0.655477	-0.258232
0.0540949	0.0832264	-0.0751777
-0.136349	-0.190729	-0.13901
0.341357	-0.348845	-0.270845
0.219429	0.156619	0.21728
0.0437412	-0.112792	-0.246872
0.17883	0.265851	-0.184245
-0.0226611	-0.281334	-0.00535689
0.418281	0.291396	0.308635
0.213119	0.570986	0.521236
-0.414804	-0.0942429	-0.156237
-0.0317143	-0.0348088	0.0467367
0.016281	0.162069	-0.136129
-0.366261	-0.13229	0.0784635
-3.09048	-4.65869	-1.24606
0.0274488	-0.131879	0.0687268
0.107642	0.00469875	-0.1085
0.00849951	-0.282853	0.194225
-0.187773	0.0800989	0.593554
-0.161561	-0.0405384	-0.27912
-0.266532	-1.13775	-0.294028
-0.0308017	0.557396	-0.503017
-0.590831	-0.373935	1.09085
0.0419556	0.0776265	0.0526137
-0.059086	0.275978	0.318391
0.100686	0.106024	-0.0261095
-0.164586	-0.00832348	0.184147
0.510862	0.524135	-0.376958
0.193265	0.186538	0.256011
0.150809	0.27849	-0.121949
-3.61074	-3.20423	-7.24435
0.429299	2.73088	-2.99612
-0.239266	-0.12961	0.0812244
0.294156	0.789829	-0.338881
0.030069	0.0136599	-0.00111079
0.0248092	-0.164481	-0.366422
-0.681843	0.456221	-0.153946
0.445088	0.509157	-0.366423
0.0846256	-1.2032	-0.537872
-0.243012	-0.161317	0.219353
-0.0838351	-0.0154704	-0.0222857
0.539572	-0.46348	0.451373
0.191139	0.300228	-0.227964
-0.00700808	0.0346022	0.0404121
-0.423231	-0.301392	0.504295
-0.125213	-0.135023	-0.0194655
0.379095	-0.321461	0.126157
10.6507	0.375329	6.37094
-0.0395354	0.0161613	0.0328549
-0.32762	-0.0680019	0.203153
-0.184957	0.619527	-0.575625
0.436516	-0.2063	-0.271693
-0.206898	-0.0490779	0.0591564
-0.0897203	-0.130188	-0.0749695
0.0979083	-0.0847805	0.0913257
-0.132985	0.11861	-0.0151703
-0.400187	-0.279787	-0.195101
0.0886941	-0.376194	0.332469
-0.420613	0.421882	0.00334695
-0.238003	0.88691	-0.226437
0.15356	0.18812	0.024508
-0.150727	0.215191	0.158695
0.0423843	-0.515167	0.469846
1.3938	-0.105046	0.44449
-2.2867	-1.84491	0.746258
-0.301264	0.249269	0.447076
-0.193228	0.129089	-0.343801
-0.402154	-0.0935861	0.190045
